Company Name,Primary Category,Vendor Scale,Local Vendor Priority,Address,City,State,Phone,Website,Latitude,Longitude,Map Status,Priority,Verification Status,Source URL,Notes,Oilfield Specific Fit,Location Role / Satellite Type,Expansion Source,Original Latitude,Original Longitude,Map Offset Applied,Duplicate Cleanup Action,Address Completeness,Hover Separation Group,Hover Group Size,Map Behavior
BC Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,4655 TX-18,Fort Stockton,TX,,,30.9355848,-102.8846081,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16678113664020172704,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.935585|-102.884608,1,Single marker; tooltip opens on click
Billeaud Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,638 W Main St,Broussard,LA,(337) 837-6818,,30.1491366,-91.9807562,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2547917906124659400,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.149137|-91.980756,1,Single marker; tooltip opens on click
Bronco Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,4001 W 7th St,Elk City,OK,(580) 225-9168,http://www.broncoservices.com/,35.4077663,-99.4593265,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10869321672113553961,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,35.407766|-99.459326,1,Single marker; tooltip opens on click
Burgess Drilling Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,2724 Johnstown Rd NE,Dover,OH,(330) 343-0887,,40.5347182,-81.4039454,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16803598722252287998,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.534718|-81.403945,1,Single marker; tooltip opens on click
C. Miller Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,7355 TX-154,Winnsboro,TX,(903) 725-6524,http://cmillerdrilling.com/,32.7682905,-95.1757053,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10102863455828159887,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.768290|-95.175705,1,Single marker; tooltip opens on click
Champion Drilling Fluids,Drilling / Downhole / Fluids,Google Places discovery lead,High,101 S Falcon Rd #8,Elk City,OK,(580) 225-3450,,35.4111018,-99.4530720,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=5919304468220720152,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,35.411102|-99.453072,1,Single marker; tooltip opens on click
Chatfield Drilling & Water Systems,Drilling / Downhole / Fluids,Google Places discovery lead,High,854 Mercer Rd,Greenville,PA,(724) 302-4341,https://chatfielddrilling.com/?utm_source=google&utm_medium=business-profile&utm_campaign=gbp,41.3459650,-80.3395020,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4661355576258246642,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: well service field services production support; mobile well testing hydro testing pressure testing; gasfield natural gas well services. Places types: establishment; general_contractor; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,41.345965|-80.339502,1,Single marker; tooltip opens on click
Clear Water Pump and Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,28 Tosca Dr Suite B,Canton,MA,(855) 888-9355,https://www.cwpsinc.com/,42.1717750,-71.1111880,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=9304302425097115114,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,42.171775|-71.111188,1,Single marker; tooltip opens on click
Continental Drilling & Services Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,449 Montgomery St,Shreveport,LA,(318) 221-4273,http://www.cdswater.com/,32.5273840,-93.7625992,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=14562868842647036024,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; gasfield natural gas well services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.527384|-93.762599,1,Single marker; tooltip opens on click
Deep Hole Drilling Services,Drilling / Downhole / Fluids,Google Places discovery lead,High,1231 Petroleum Pkwy,Broussard,LA,(337) 321-6840,https://deepholedrilling.net/,30.0793323,-91.9332272,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=13093027661044774236,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: well service field services production support; gasfield natural gas well services; drilling workover wireline cementing services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.079332|-91.933227,1,Single marker; tooltip opens on click
Densmore Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,4491 Grey Hill Rd,West Blocton,AL,(205) 938-0033,,33.2153569,-87.0783932,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4451065966388855974,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.215357|-87.078393,1,Single marker; tooltip opens on click
Diamond M Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,5729 Kessler Ln,Belgrade,MT,(406) 586-8104,http://www.diamondmdrilling.com/,45.7710873,-111.2223359,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4038668883516153802,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,45.771087|-111.222336,1,Single marker; tooltip opens on click
Drilling Services of America,Drilling / Downhole / Fluids,Google Places discovery lead,High,6709 N University Ave,Carencro,LA,(337) 896-1100,http://dsalaf.com/,30.3696980,-92.0466660,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=592586098325978673,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; well service field services production support; oilfield services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.369698|-92.046666,1,Single marker; tooltip opens on click
Dynamic Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,4957 148th Ave NW,Williston,ND,(701) 557-8360,https://www.dynamicwellservice.com/,48.1339073,-103.8864364,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16118174894536228508,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,48.133907|-103.886436,1,Single marker; tooltip opens on click
"Eagle Oilfield Inspection Services, Inc. NDT Services",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,307 LA-96,Broussard,LA,(337) 837-4230,https://www.eaglendt.services/,30.1308750,-91.9375110,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2831169120070091612,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: NDT inspection tubular pipeline integrity services; oilfield services; mobile well testing hydro testing pressure testing; gas compression processing measurement methane services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.130875|-91.937511,1,Single marker; tooltip opens on click
Eastern Colorado Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,200 Front St,Platteville,CO,(970) 785-1146,https://www.easterncoloradowellservice.com/,40.2191836,-104.8189878,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16989298445770352024,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; well service field services production support; drilling workover wireline cementing services; water hauling environmental disposal oil gas. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.219184|-104.818988,1,Single marker; tooltip opens on click
Eversole Drilling Co Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,1160 Fort Chiswell Rd,Max Meadows,VA,(276) 637-3361,,36.9205741,-80.9324926,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=7392027984492320017,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; oilfield services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.920574|-80.932493,1,Single marker; tooltip opens on click
"Farley Drilling, Inc",Drilling / Downhole / Fluids,Google Places discovery lead,High,483 Gulf Fork Rd Box 866,Pineville,WV,(304) 732-7826,http://www.farleydrilling.com/,37.6130965,-81.5196581,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=1259434894689627886,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.613096|-81.519658,1,Single marker; tooltip opens on click
"Foremost Well Service, LLC",Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,11104 30J St SW,Dickinson,ND,(701) 483-3161,https://www.foremostwellservicellc.com/,46.9721488,-102.7909240,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=18220565544038179048,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,46.972149|-102.790924,1,Single marker; tooltip opens on click
Forsyth Drilling Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,2750 Oklahoma Salem Rd,DuBois,PA,(814) 371-7960,,41.1077970,-78.7330650,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=7753015574672968635,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,41.107797|-78.733065,1,Single marker; tooltip opens on click
G & L Well Services Inc,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,3300 Mills St,Carencro,LA,(337) 886-2919,,30.3002318,-92.0906420,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=3706322753255276450,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.300232|-92.090642,1,Single marker; tooltip opens on click
Golden Eagle Drilling Corporation,Drilling / Downhole / Fluids,Google Places discovery lead,High,699 10 Mile Dr #11,Frisco,CO,(970) 376-3499,https://www.goldeneaglewelldrilling.com/,39.5839234,-106.0927926,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16915828376833420887,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: well service field services production support; gasfield natural gas well services; drilling workover wireline cementing services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.583923|-106.092793,1,Single marker; tooltip opens on click
Great Western Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,115 NE Aztec Blvd #203,Aztec,NM,(505) 334-7550,,36.8266468,-107.9944075,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2528253470121119936,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.826647|-107.994407,1,Single marker; tooltip opens on click
Henry Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,1401 Adams St,Franklin,TN,(615) 794-1784,http://www.henrydrillingandpump.com/,35.9117967,-86.8709486,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=8130328968322305955,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; plumber; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,35.911797|-86.870949,1,Single marker; tooltip opens on click
Hier Drilling Co.,Drilling / Downhole / Fluids,Google Places discovery lead,High,2755 Liggett Rd,Castle Rock,CO,(303) 688-3012,http://www.hierdrillingco.com/,39.4007071,-104.8693371,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=3177067381887673893,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.400707|-104.869337,1,Single marker; tooltip opens on click
HP Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,35 Orin Way,Douglas,WY,,,42.7353477,-105.3412198,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10099184766002779338,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: oilfield services; oilfield supply pumps equipment rental; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,42.735348|-105.341220,1,Single marker; tooltip opens on click
Hydrocarbon Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2934 Old Weston Rd,Buckhannon,WV,(304) 472-9600,http://hydrocarbonwell.com/,39.0150960,-80.2917460,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6901109755822760088,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; gas compression processing measurement methane services; water hauling environmental disposal oil gas; mobile well testing hydro testing pressure testing; oilfield services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.015096|-80.291746,1,Single marker; tooltip opens on click
Integrated Well Services Inc,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2632 Foothill Blvd #106,Rock Springs,WY,(307) 871-7864,http://integratedwellservices.com/,41.5827997,-109.2561583,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6478925770185804908,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,41.582800|-109.256158,1,Single marker; tooltip opens on click
Jackson Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,1051 Mill Rd,Bellville,OH,(419) 522-5766,http://www.jacksonwellservices.com/,40.6198308,-82.5014402,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4992894416821082582,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.619831|-82.501440,1,Single marker; tooltip opens on click
Kickapoo Drilling Co. LLC,Drilling / Downhole / Fluids,Google Places discovery lead,High,407 W Main St,Downs,IL,(309) 378-4003,http://www.kickapoodrilling.com/,40.3950958,-88.8767509,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=11037233124555479088,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: well service field services production support; mobile well testing hydro testing pressure testing; gasfield natural gas well services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.395096|-88.876751,1,Single marker; tooltip opens on click
Leighton Drilling Co,Drilling / Downhole / Fluids,Google Places discovery lead,High,111 Graham Rd,Kittanning,PA,(724) 548-1083,http://www.leightondrillingco.com/,40.7891355,-79.4532965,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15075205250822914800,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; gasfield natural gas well services; well service field services production support. Places types: establishment; general_contractor; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.789136|-79.453296,1,Single marker; tooltip opens on click
Les Wilson Inc Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,205 Industrial Ave,Carmi,IL,(618) 382-4667,https://www.leswilsoninc.com/,38.0776489,-88.1899390,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2508470780542960338,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: drilling workover wireline cementing services; oilfield services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,38.077649|-88.189939,1,Single marker; tooltip opens on click
McCumber Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,604 WY-120 W,Thermopolis,WY,(307) 867-2462,http://www.mccumberwellservice.com/,43.6812858,-108.2970199,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=3341444856724879094,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,43.681286|-108.297020,1,Single marker; tooltip opens on click
Mercer Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,616 W Main St,Whitesboro,TX,(903) 564-3730,,33.6557964,-96.9145007,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=6503508770370932398,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.655796|-96.914501,1,Single marker; tooltip opens on click
Mesa Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2180 N 1st St,Bloomfield,NM,(505) 632-0905,,36.7418585,-107.9763088,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4405635311737059493,Promoted from nationwide Google Places discovery batch 1. Discovery score 104; matched themes: gasfield natural gas well services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.741858|-107.976309,1,Single marker; tooltip opens on click
